Benchmark, Test Number, Iterations, Harmony Memory Iteration, Dimensions, Min Search Range, Max Search Range, Adjustment Range, Harmony Memory Size, Acceptance, Best Result Static, Best Result in Harmony, Coordinates
griewank,1,100000,0,20,-600,600,0.7,20,0.95,20.008956467569174,600,397.12246352663476,-600,-600,-67.93963803724043,-484.91931390209373,-600,-600,-600,-600,600,-600,-516.0578714085494,600,-600,-600,228.0764762041905,-600,-600,-600,-600,
griewank,1,100000,1,20,-600,600,0.7,20,0.95,20.008956467569174,-600,397.12246352663476,-600,-600,-600,600,-600,-600,-600,-300.9793396509159,600,-600,600,600,600,-600,402.0702873096208,-600,430.0985730519325,-600,-536.9599220431672,
griewank,1,100000,2,20,-600,600,0.7,20,0.95,20.008956467569174,-600,600,-443.8971300126653,-600,-600,600,-600,-600,-600,-580.0326114435868,600,-600,-600,600,-600,-600,600,-27.85363937787153,-600,-600,-600,
griewank,1,100000,3,20,-600,600,0.7,20,0.95,20.008956467569174,-600,452.9879712180015,600,-600,-600,600,-600,-600,-600,-600,600,-600,-600,600,600,447.8587757861362,228.0764762041905,-600,600,-600,-234.0497851577665,
griewank,1,100000,4,20,-600,600,0.7,20,0.95,20.008956467569174,600,600,600,-600,-600,600,-600,-600,-471.95330514019923,-600,266.01452885852615,600,600,600,-473.0424879644778,-600,-600,-600,600,-204.9683893321095,-600,
griewank,1,100000,5,20,-600,600,0.7,20,0.95,20.008956467569174,-600,600,600,-600,-600,600,-600,-600,-600,-580.0326114435868,600,-600,600,600,600,-600,-600,-600,-600,-432.882310092764,-187.93637754378597,
griewank,1,100000,6,20,-600,600,0.7,20,0.95,20.008956467569174,-600,467.084430099133,373.06597754040564,-600,-600,600,-600,-600,-522.1089655321697,-600,600,600,-516.0578714085494,600,-600,-600,600,-251.01611930394444,-600,-204.9683893321095,-600,
griewank,1,100000,7,20,-600,600,0.7,20,0.95,20.008956467569174,-600,600,600,-78.99409430115281,-600,600,-600,-600,-131.94827843066992,-600,600,469.9936071614735,-525.8853205625603,600,600,-600,-600,218.88271343271157,600,-600,-600,
griewank,1,100000,8,20,-600,600,0.7,20,0.95,20.008956467569174,-600,258.06685908298766,-600,-459.0072882588212,-600,600,-600,-267.9217409172373,56.03427464058302,-600,557.9695418439806,600,-482.0031115751644,600,600,-600,402.0702873096208,-224.94007190766087,280.99437987588595,-600,-600,
griewank,1,100000,9,20,-600,600,0.7,20,0.95,20.008956467569174,600,600,600,-600,-600,-346.9212483715971,-600,-600,-600,-600,426.0028658816442,-600,600,452.08341771821523,-600,-600,228.0764762041905,39.09616865491702,-600,-427.9805955556879,-600,
griewank,1,100000,10,20,-600,600,0.7,20,0.95,20.008956467569174,-600,223.00760568575987,600,-600,-600,600,211.03571221913276,-600,-600,-600,600,-600,600,600,-589.8759178903655,-600,-112.95671706356711,-600,600,-600,-380.0724889317047,
griewank,1,100000,11,20,-600,600,0.7,20,0.95,20.008956467569174,-516.0578714085494,600,-600,-600,-600,600,-600,-600,-600,-600,600,-600,-516.0578714085494,600,-600,-600,600,-600,280.99437987588595,-600,-600,
griewank,1,100000,12,20,-600,600,0.7,20,0.95,20.008956467569174,600,600,600,-459.0072882588212,-600,600,-600,-600,134.92915957936788,-600,600,-600,-600,600,-530.9813744682075,-600,600,-600,-600,-125.9937068811891,-600,
griewank,1,100000,13,20,-600,600,0.7,20,0.95,20.008956467569174,-600,258.06685908298766,26.941629718560193,-600,-56.864496314208395,-346.9212483715971,-600,-600,-600,-600,600,-600,-600,600,-600,-600,600,-232.0064146656758,-600,-600,-600,
griewank,1,100000,14,20,-600,600,0.7,20,0.95,20.008956467569174,-600,600,260.9743050498173,-600,-600,600,-600,-600,-600,-495.91549964147237,600,600,600,600,219.9514794583755,-600,451.91964630492475,-562.0978053555997,600,-600,-600,
griewank,1,100000,15,20,-600,600,0.7,20,0.95,20.008956467569174,600,600,-553.9638624772336,-600,-600,600,-600,-600,600,-600,600,526.992815057632,-600,600,-600,-600,600,-207.83745726000535,-600,-600,-536.9599220431672,
griewank,1,100000,16,20,-600,600,0.7,20,0.95,20.008956467569174,-600,337.02379223685404,600,-459.0072882588212,-600,600,-600,-600,600,-294.04792792991657,600,600,-600,600,-600,-600,409.15024769132117,-600,-187.9411515500958,-600,-600,
griewank,1,100000,17,20,-600,600,0.7,20,0.95,20.008956467569174,280.99437987588595,44.03769098033024,600,60.00777737406594,-600,600,-600,-600,-600,-219.96142107326082,600,-600,600,600,600,-600,-600,-532.9129454094532,600,-600,-600,
griewank,1,100000,18,20,-600,600,0.7,20,0.95,20.008956467569174,-600,600,-600,-600,-600,600,-600,-600,-600,-495.91549964147237,438.94078141484067,469.9936071614735,-600,600,600,-311.9293325129343,600,-600,600,-600,-600,
griewank,1,100000,19,20,-600,600,0.7,20,0.95,20.008956467569174,-600,600,523.1284174816549,-600,-600,600,-600,-416.9061087520778,-600,-600,600,600,-600,600,-600,-303.95042152715376,451.91964630492475,-600,600,-600,-600,
griewank,2,100000,0,20,-600,600,0.7,20,0.95,20.0003520180018,600,600,600,-600,600,600,-600,600,600,-600,600,510.9096489676373,600,475.96431339547075,-600,600,-600,600,-600,-600,-483.0667421111077,
griewank,2,100000,1,20,-600,600,0.7,20,0.95,20.0003520180018,600,600,553.0548132999793,-600,600,600,-574.9843468778555,600,600,-600,600,600,600,600,-600,600,-600,600,-300.95552091132106,-600,-121.9488561419,
griewank,2,100000,2,20,-600,600,0.7,20,0.95,20.0003520180018,-600,600,600,-600,-516.04066620756,-600,-600,600,600,-600,600,600,600,-79.1407849099418,600,600,-600,600,-600,-600,600,
griewank,2,100000,3,20,-600,600,0.7,20,0.95,20.0003520180018,600,600,507.0051591655391,138.08140789964907,-600,-600,-409.93485110648004,600,600,-600,600,600,600,600,600,600,-600,297.99100762505424,-580.0913875513356,-600,255.01883138642643,
griewank,2,100000,4,20,-600,600,0.7,20,0.95,20.0003520180018,-600,600,600,-600,600,202.9155109437135,-600,600,600,-600,600,600,600,600,600,600,-600,600,-131.07322275584482,-600,421.0300045485328,
griewank,2,100000,5,20,-600,600,0.7,20,0.95,20.0003520180018,-600,600,600,-168.01507844000054,600,600,-600,600,600,-600,600,600,600,600,-600,600,-600,600,-600,-600,-600,
griewank,2,100000,6,20,-600,600,0.7,20,0.95,20.0003520180018,600,318.0758681241762,600,-600,-600,600,-402.883789104038,600,600,-600,600,600,600,-600,600,590.9346502947726,-600,600,-370.02389974662503,-600,600,
griewank,2,100000,7,20,-600,600,0.7,20,0.95,20.0003520180018,600,600,600,-600,600,-600,-600,600,600,-600,600,600,600,600,219.10626598746978,600,-600,600,-120.075011925897,600,-600,
griewank,2,100000,8,20,-600,600,0.7,20,0.95,20.0003520180018,-600,600,507.0051591655391,-600,-600,202.9155109437135,-600,600,600,-600,600,600,600,600,600,600,100.93869598912863,306.0261678455786,-600,600,-600,
griewank,2,100000,9,20,-600,600,0.7,20,0.95,20.0003520180018,600,600,-600,-373.9457443365593,-600,600,-600,600,600,-600,600,600,600,600,600,600,-600,600,-600,-600,-600,
griewank,2,100000,10,20,-600,600,0.7,20,0.95,20.0003520180018,600,223.92824621401388,-600,-600,-600,-600,-600,600,600,-600,600,600,204.0831128778816,600,600,600,-473.02064822826605,600,-600,-600,16.94825033011017,
griewank,2,100000,11,20,-600,600,0.7,20,0.95,20.0003520180018,600,600,600,-600,600,-600,-600,600,600,-600,600,600,600,600,600,600,-600,600,-600,457.98936702495024,-196.00426645006337,
griewank,2,100000,12,20,-600,600,0.7,20,0.95,20.0003520180018,600,600,195.02836635069323,-600,-600,-579.0616735147851,-600,600,600,-600,600,600,600,-425.1010647178434,-600,600,-600,600,-370.02389974662503,457.98936702495024,-600,
griewank,2,100000,13,20,-600,600,0.7,20,0.95,20.0003520180018,600,600,600,-600,-600,-327.06274743256756,-600,600,600,-600,600,600,600,-425.1010647178434,-600,600,-600,600,-313.9579920773061,-600,-600,
griewank,2,100000,14,20,-600,600,0.7,20,0.95,20.0003520180018,600,600,468.89901254993106,-600,-600,-600,-600,600,600,-600,600,600,600,600,600,600,-160.00610204767776,600,-600,-315.8792542334055,-600,
griewank,2,100000,15,20,-600,600,0.7,20,0.95,20.0003520180018,-600,600,-600,-600,380.0911651392189,-600,-600,-6.047487522790448,600,-600,600,600,600,600,600,600,-600,428.8815492999542,-423.01655456075196,-600,-600,
griewank,2,100000,16,20,-600,600,0.7,20,0.95,20.0003520180018,600,600,600,-600,600,-600,-268.89248442436735,600,600,-600,600,600,600,600,600,590.9346502947726,-600,600,-423.01655456075196,-496.051830328123,600,
griewank,2,100000,17,20,-600,600,0.7,20,0.95,20.0003520180018,-600,600,-600,-199.9272202665938,600,-600,-591.068399760279,600,600,-600,600,510.9096489676373,600,-600,600,600,-600,600,-131.07322275584482,600,255.01883138642643,
griewank,2,100000,18,20,-600,600,0.7,20,0.95,20.0003520180018,457.98936702495024,600,-600,-600,600,600,-600,600,600,-600,600,214.12230663216178,600,204.039831418316,600,600,-600,600,-600,-600,16.94825033011017,
griewank,2,100000,19,20,-600,600,0.7,20,0.95,20.0003520180018,-196.00426645006337,600,600,-600,-600,-600,-600,600,418.96129725603726,-600,600,600,600,468.0089093179971,-600,600,-96.863741830387,600,-600,-600,-600,
griewank,3,100000,0,20,-600,600,0.7,20,0.95,20.012704887664864,600,600,600,-600,600,349.9717722126903,-600,24.893146378085703,-197.06059483227764,-600,-270.0712175541541,600,-600,600,-555.9402814252252,600,-600,600,600,323.9376716563912,-600,
griewank,3,100000,1,20,-600,600,0.7,20,0.95,20.012704887664864,600,600,600,-600,600,349.9717722126903,-341.9794162262537,600,-545.0180411685083,-600,-600,600,-600,496.9413659309624,-329.9643886747626,383.9540329194317,345.85920608322147,550.9846261119038,600,600,-600,
griewank,3,100000,2,20,-600,600,0.7,20,0.95,20.012704887664864,-600,600,-176.94309467449807,-600,600,600,-600,600,-197.06059483227764,-600,-600,-141.9623976971003,-600,600,-600,475.87522382399305,-600,600,494.92044128895367,600,-600,
griewank,3,100000,3,20,-600,600,0.7,20,0.95,20.012704887664864,600,398.1222721174073,215.0491719214191,-600,600,-600,-600,246.98927296221865,-545.0180411685083,-543.0863932168268,-600,600,-600,600,-600,600,-600,600,292.98413869449377,-461.9206247703145,-600,
griewank,3,100000,4,20,-600,600,0.7,20,0.95,20.012704887664864,600,316.0953915629855,600,-518.9422005191836,600,600,-600,600,116.10738560924739,-600,600,600,-535.0499743283892,600,-562.9688449794544,600,-600,550.9846261119038,600,600,-600,
griewank,3,100000,5,20,-600,600,0.7,20,0.95,20.012704887664864,-600,600,600,-600,542.8453251910375,600,-600,600,-600,-600,-600,600,-536.9791998500623,600,-600,600,-600,600,600,215.96384860682215,-600,
griewank,3,100000,6,20,-600,600,0.7,20,0.95,20.012704887664864,453.9375084952387,600,-176.94309467449807,-600,191.9648550994985,421.97743401972343,-600,246.98927296221865,-207.96126004125324,-600,600,600,-600,600,-600,600,600,600,600,-600,-600,
