Benchmark, Test Number, Iterations, Harmony Memory Iteration, Dimensions, Min Search Range, Max Search Range, Adjustment Range, Harmony Memory Size, Acceptance, Best Result Static, Best Result in Harmony, Coordinates
quarticWithNoise,1,100000,0,2,-1.28,1.28,0.7,20,0.95,0.004118568468585403,0.31929714557365574,0.016385860951703246,0.19269781120599522,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,1,2,-1.28,1.28,0.7,20,0.95,0.004118568468585403,-0.05254977790577604,-0.2441676137553267,-0.08581253795763336,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,2,2,-1.28,1.28,0.7,20,0.95,0.004118568468585403,undefined,0.2232512503437074,0.11275862784496402,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,3,2,-1.28,1.28,0.7,20,0.95,0.004118568468585403,undefined,1.0808829586754136,0.21221630727937987,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,4,2,-1.28,1.28,0.7,20,0.95,0.004118568468585403,undefined,1.044147876737796,0.34690802529846065,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,5,2,-1.28,1.28,0.7,20,0.95,0.004118568468585403,undefined,1.171572394178454,-0.2098872519681326,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,6,2,-1.28,1.28,0.7,20,0.95,0.004118568468585403,undefined,0.33567060394598947,0.07342728842439858,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,7,2,-1.28,1.28,0.7,20,0.95,0.004118568468585403,undefined,0.6112060715632615,0.19269781120599522,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,8,2,-1.28,1.28,0.7,20,0.95,0.004118568468585403,undefined,0.161937625211948,0.34690802529846065,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,9,2,-1.28,1.28,0.7,20,0.95,0.004118568468585403,undefined,-0.09637658470592303,0.2772318924040893,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,10,2,-1.28,1.28,0.7,20,0.95,0.004118568468585403,undefined,-0.11689669656857374,0.1752887287847869,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,11,2,-1.28,1.28,0.7,20,0.95,0.004118568468585403,undefined,-0.060807396081986195,0.2951343594036878,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,12,2,-1.28,1.28,0.7,20,0.95,0.004118568468585403,undefined,1.0393956219824212,-0.13880954966712428,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,13,2,-1.28,1.28,0.7,20,0.95,0.004118568468585403,undefined,-0.3017880084639205,-0.24248184297382647,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,14,2,-1.28,1.28,0.7,20,0.95,0.004118568468585403,undefined,0.531892088892095,0.07007618516806949,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,15,2,-1.28,1.28,0.7,20,0.95,0.004118568468585403,undefined,-0.5341931556937908,0.2772318924040893,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,16,2,-1.28,1.28,0.7,20,0.95,0.004118568468585403,undefined,0.2232512503437074,0.059078017274187655,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,17,2,-1.28,1.28,0.7,20,0.95,0.004118568468585403,undefined,1.28,0.2772318924040893,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,18,2,-1.28,1.28,0.7,20,0.95,0.004118568468585403,undefined,-0.27565076762857477,0.059078017274187655,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
