Benchmark, Test Number, Iterations, Harmony Memory Iteration, Dimensions, Min Search Range, Max Search Range, Adjustment Range, Harmony Memory Size, Acceptance, Best Result Static, Best Result in Harmony, Coordinates
quarticWithNoise,1,100000,0,10,-1.28,1.28,0.7,20,0.95,1.799413433921805,0.43493405716053674,0.43493405716053674,0.20924306706346582,0.050879067703020836,-0.01593256034388668,-0.21474225629288962,-0.3270145923868146,0.027933234490578274,-0.16472357626315104,-0.011925796160693882,-0.14675405622749105,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,1,10,-1.28,1.28,0.7,20,0.95,1.799413433921805,0.20924306706346582,-0.7983670064798417,0.05861104249094745,0.19248634052168495,-0.18513525584995422,0.378657502646062,-0.05771483569005875,-0.23582594929382028,-0.060706660082316566,-0.27503031443132797,-0.030013339756244636,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,2,10,-1.28,1.28,0.7,20,0.95,1.799413433921805,0.050879067703020836,-0.3981215458677452,0.23925000359880677,-0.42720781695175375,-0.4563245481894303,0.014897566664324735,0.24844851527884942,0.027933234490578274,-0.25413467577136595,0.26130947384479286,0.33888642099844424,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,3,10,-1.28,1.28,0.7,20,0.95,1.799413433921805,-0.01593256034388668,-0.697915579058519,0.15544566665914122,0.33630814979746265,-0.24844325095424757,-0.2837761322472995,0.38188441645693627,0.4075794174019773,-0.3335507067916391,-0.011925796160693882,0.23613331160625417,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,4,10,-1.28,1.28,0.7,20,0.95,1.799413433921805,-0.21474225629288962,-0.6477693868648255,0.05861104249094745,0.048007238084516624,0.4306660873419236,-0.18287280351560087,-0.06668307044079545,0.20708804842946676,0.3469146204761103,-0.1920120585915675,0.31298736605235156,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,5,10,-1.28,1.28,0.7,20,0.95,1.799413433921805,-0.3270145923868146,-1.28,0.15544566665914122,-0.24331261967497558,0.5020089953692229,-0.18287280351560087,0.20946695684199051,0.2680254096925687,0.3319178096188996,-0.1920120585915675,0.13105981839767905,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,6,10,-1.28,1.28,0.7,20,0.95,1.799413433921805,0.027933234490578274,-1.28,-0.36716410647366293,0.4399907894758896,-0.1380859034964248,-0.07661706818711907,-0.3270145923868146,-0.08714971156323248,0.2787157463152256,-0.011925796160693882,-0.08308037780603189,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,7,10,-1.28,1.28,0.7,20,0.95,1.799413433921805,-0.16472357626315104,0.9742424476262455,-0.3493684130236887,0.33630814979746265,-0.02536345078786001,0.14197999548746548,-0.13978981712458682,-0.23582594929382028,-0.4350137462027359,-0.3788986181065417,0.38313547891982414,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,8,10,-1.28,1.28,0.7,20,0.95,1.799413433921805,-0.011925796160693882,0.890413356837642,0.32810993233653307,0.25020609394073345,-0.3248975721234462,0.0454494698962839,-0.2980718911314093,0.46145737430453126,-0.060706660082316566,-0.287942886020375,0.1550436154844121,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,9,10,-1.28,1.28,0.7,20,0.95,1.799413433921805,-0.14675405622749105,-0.5448969849174573,-0.07627518943958966,-0.24331261967497558,0.20998520787954641,0.03618790476644051,-0.19683374217553234,0.027933234490578274,0.1556440065781503,0.35268512865032736,0.4791018407690034,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,10,10,-1.28,1.28,0.7,20,0.95,1.799413433921805,undefined,1.28,-0.3503491820751545,0.38998857204772625,-0.4172235221441453,-0.006293060519648175,-0.316596697534638,0.0321583555795289,0.3319178096188996,-0.1920120585915675,-0.08308037780603189,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,11,10,-1.28,1.28,0.7,20,0.95,1.799413433921805,undefined,-1.28,0.21695100001106837,-0.05259342101810255,0.20998520787954641,0.014897566664324735,-0.06668307044079545,0.16620896787407938,0.1556440065781503,0.06638070225640746,-0.09708711659458101,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,12,10,-1.28,1.28,0.7,20,0.95,1.799413433921805,undefined,-1.28,-0.36716410647366293,0.06015112395280425,0.12202158313663225,-0.04022358447367719,0.4341062740728748,-0.07297689509174843,-0.060706660082316566,-0.18802427163869867,-0.10980245479830891,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,13,10,-1.28,1.28,0.7,20,0.95,1.799413433921805,undefined,0.7454707904273921,0.5326187133021376,0.04886201031478931,0.3521808047721217,0.22702303961147138,-0.27742861335052493,0.013197545657852944,0.12636775237530445,0.45261365601187276,-0.010325568789709916,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,14,10,-1.28,1.28,0.7,20,0.95,1.799413433921805,undefined,-1.28,0.07919544887076527,0.19248634052168495,0.5020089953692229,0.38016132493986166,0.027396166985371506,0.23287569262616753,0.49800032081170154,0.0440263247423649,-0.09708711659458101,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,15,10,-1.28,1.28,0.7,20,0.95,1.799413433921805,undefined,-0.2894402934256719,0.15544566665914122,0.040063695583459596,-0.14264505553092233,-0.2823990543165408,0.13223718632085132,-0.41452749357571694,-0.014281722080109305,-0.18802427163869867,-0.09482485415053821,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,16,10,-1.28,1.28,0.7,20,0.95,1.799413433921805,undefined,0.9742424476262455,-0.19569957900002558,0.06015112395280425,-0.18217411333065364,0.12810883813478413,-0.13978981712458682,0.0321583555795289,-0.004984329047533376,-0.2218607727697954,-0.09708711659458101,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,17,10,-1.28,1.28,0.7,20,0.95,1.799413433921805,undefined,-0.9250326071041786,-0.19569957900002558,0.042857122032390255,0.03195936517320008,-0.27171353861762826,0.027396166985371506,0.027933234490578274,-0.2688359896051737,0.0008026274056391336,-0.06138171992181873,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,18,10,-1.28,1.28,0.7,20,0.95,1.799413433921805,undefined,-1.28,0.15544566665914122,0.17918288267882254,0.3770859584161727,-0.23289671984139707,0.0511416127286666,-0.23582594929382028,-0.13205500729546427,-0.011925796160693882,-0.170699180602907,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,1,100000,19,10,-1.28,1.28,0.7,20,0.95,1.799413433921805,undefined,-0.9547642851888023,0.15544566665914122,0.040063695583459596,0.03195936517320008,0.0454494698962839,-0.10744276023559293,-0.1005341321710157,0.12636775237530445,-0.011925796160693882,-0.010325568789709916,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,2,100000,0,10,-1.28,1.28,0.7,20,0.95,1.7073089361869536,-0.446919884299977,-0.14443935938146168,-0.24184774025099248,-0.3272627996145059,0.2394922846989589,0.3305530989604427,-0.012246476590278624,0.009754239419684924,-0.08789569035582523,0.33521002819856227,0.015145380171972256,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,2,100000,1,10,-1.28,1.28,0.7,20,0.95,1.7073089361869536,0.37339036091984207,0.574326435711912,0.050926378651866736,-0.32599362067217025,-0.1525578521627049,0.1571269059422885,-0.049517858446317925,-0.08162139267332448,-0.08789569035582523,-0.0967282555306869,-0.1355642923536704,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,2,100000,2,10,-1.28,1.28,0.7,20,0.95,1.7073089361869536,0.2706540727740667,0.1217236128784033,0.219486886309898,-0.47608381371827135,0.22399183315937155,-0.13333377504924593,-0.18452683140481746,-0.2390809719921751,-0.2792517228236586,-0.30640266427015483,-0.28361272542513044,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,2,100000,3,10,-1.28,1.28,0.7,20,0.95,1.7073089361869536,-0.021776503625723753,1.28,0.08421915136853537,-0.32599362067217025,-0.00646511767444688,-0.04289849261461859,-0.3016136568600631,0.07331729926222241,0.33790604090925225,-0.32597965455102085,-0.1355642923536704,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,2,100000,4,10,-1.28,1.28,0.7,20,0.95,1.7073089361869536,0.26337850602652146,0.5863988542215441,-0.020423416595379607,-0.5247356236439493,-0.11833459900614512,0.13032482033739362,-0.012246476590278624,0.36354147850055607,-0.044738756777958744,0.33521002819856227,-0.4083589906272532,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,2,100000,5,10,-1.28,1.28,0.7,20,0.95,1.7073089361869536,-0.10034413967328316,1.28,-0.34319841721732225,0.06945401122644057,-0.1525578521627049,0.13044329569003926,-0.18452683140481746,-0.3064625151853023,-0.016387064266990284,0.015637700927855464,-0.1355642923536704,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,2,100000,6,10,-1.28,1.28,0.7,20,0.95,1.7073089361869536,0.009754239419684924,1.219178476173209,-0.32876153021216326,-0.31001118434274666,0.2709623971905869,-0.04289849261461859,-0.22877357206872956,-0.2390809719921751,-0.10553173381073637,-0.042182897175707695,-0.28361272542513044,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,2,100000,7,10,-1.28,1.28,0.7,20,0.95,1.7073089361869536,-0.2194489268982569,1.28,0.050926378651866736,0.1347153491195454,0.34799816419445895,0.20126032851067324,-0.21613732286791337,-0.2068337514191821,-0.10553173381073637,0.011058879776204386,0.2998709838587281,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,2,100000,8,10,-1.28,1.28,0.7,20,0.95,1.7073089361869536,-0.014607377974127644,1.1260977590506314,-0.417514878503883,-0.32599362067217025,0.12393459404946844,0.13044329569003926,-0.16015066502196562,-0.3892056254468733,0.20691531187697343,-0.2675958587558921,0.015145380171972256,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,2,100000,9,10,-1.28,1.28,0.7,20,0.95,1.7073089361869536,0.30633094309345754,0.16234767912327436,-0.0018959059447242882,0.2643938694415748,0.2394922846989589,0.13044329569003926,-0.10034413967328316,0.2590869832718492,0.33790604090925225,-0.042182897175707695,0.015145380171972256,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,2,100000,10,10,-1.28,1.28,0.7,20,0.95,1.7073089361869536,undefined,1.28,0.020520977732539067,0.10605530035244493,0.2995295880265475,0.386479490349445,-0.657474073552421,0.07331729926222241,-0.10553173381073637,-0.2675958587558921,-0.1355642923536704,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
quarticWithNoise,2,100000,11,10,-1.28,1.28,0.7,20,0.95,1.7073089361869536,undefined,-1.28,0.13987575239148564,0.24945106815618845,-0.33182579566554526,0.5371960523237209,-0.012246476590278624,0.2775351087190903,-0.10553173381073637,0.22006938350925864,0.34293135819639364,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
