Benchmark, Test Number, Iterations, Harmony Memory Iteration, Dimensions, Min Search Range, Max Search Range, Adjustment Range, Harmony Memory Size, Acceptance, Best Result Static, Best Result in Harmony, Coordinates
schwefel,1,100000,0,20,-10,10,0.7,20,0.95,-69.38100884842869,6.4501144108749475,5.60185646663068,6.3611169208538865,6.218990686258564,2.8907125552392734,-1.473045678606331,3.815465829891936,2.9482653649553527,4.878339343754611,5.298112466709664,5.961583894646053,5.24562436857486,2.8308444901653003,5.424270450606014,6.311608880892514,4.992653472520143,5.5045452442833485,3.2730263586703936,4.838740506235452,6.214005413385857,3.1550594438854063,
schwefel,1,100000,1,20,-10,10,0.7,20,0.95,-69.38100884842869,3.8054475827134815,3.9575360703479205,10,4.985362477451918,5.099541919037405,7.325341068667709,5.817892479774198,5.686939980857916,2.9719527387373286,5.298112466709664,2.7080581194635265,5.24562436857486,6.644470931752123,4.497100873115739,2.2857938068754526,6.24796223834435,6.813679964689536,4.7976558805207326,4.838740506235452,7.607845140555605,3.9541470948718387,
schwefel,1,100000,2,20,-10,10,0.7,20,0.95,-69.38100884842869,4.381093536414712,6.072124795092933,2.757669518199172,0.5188512492752828,4.742407473107386,6.476777874685473,5.817892479774198,3.027011668309229,4.971679837945539,5.876078620703288,6.193292449649076,4.893058615405639,4.312125728024606,3.7661995881952186,4.772957466327935,5.0283925184620255,2.6584115634324665,3.1806275542096905,5.557577179929292,7.956043056734694,3.064743587666456,
schwefel,1,100000,3,20,-10,10,0.7,20,0.95,-69.38100884842869,1.8704046974449198,6.4501144108749475,3.8054475827134815,4.381093536414712,1.8704046974449198,7.213181339232198,3.240230787577414,3.1357085876917266,4.214928686055049,4.869839815629087,7.087509896307375,5.24562436857486,4.54003095289468,3.224143646212791,2.3070315814445626,5.80452506834218,5.543582959450443,5.103204310614283,5.518772594817463,4.087223456561798,6.46521902831555,
schwefel,1,100000,4,20,-10,10,0.7,20,0.95,-69.38100884842869,7.213181339232198,5.60185646663068,5.235977782699055,2.718457262234629,2.2500117738021572,7.699838496387397,3.6150773504126543,6.976689900804942,3.732456056464256,5.254027605232743,6.046831647001147,5.24562436857486,3.658609640601342,2.9677240804193117,0.9397669005200338,5.389189969116579,6.588285644771327,6.003872050564349,4.838740506235452,6.0108097274763885,7.885250826973931,
schwefel,1,100000,5,20,-10,10,0.7,20,0.95,-69.38100884842869,3.240230787577414,4.152279665724345,3.8054475827134815,6.586526481767963,3.2007164995794555,5.109259800261908,5.851661624719242,5.5027544449374535,3.127118380617376,6.549850915235433,9.728310195551284,5.083054826678245,5.418465711081948,2.98008609468303,5.879896152674582,7.33008026537319,6.588285644771327,6.003872050564349,5.83321509138407,1.0204026842698823,6.934747605493424,
schwefel,1,100000,6,20,-10,10,0.7,20,0.95,-69.38100884842869,3.1357085876917266,4.043093127674403,3.0816257943998324,4.381093536414712,4.936750385685293,7.213181339232198,7.79992488045793,5.790841514590641,5.997064826891476,6.619491897043719,4.19420727894401,5.24562436857486,2.9581647885867595,7.006573877431178,6.066658064790731,6.165795296867791,2.0506782687539706,5.741735834847356,2.5869830895522936,6.0108097274763885,3.064743587666456,
schwefel,1,100000,7,20,-10,10,0.7,20,0.95,-69.38100884842869,4.214928686055049,5.589351890023477,3.1083479510495167,4.985362477451918,7.043199699138147,5.706086952810638,4.224687832980539,3.929860691511629,5.989501835804943,5.890703995776304,4.295476571026571,1.3903581350737788,4.54003095289468,-0.7967726099042456,5.806422793293163,4.628519117224002,2.0506782687539706,5.572834729727979,5.971168261584001,4.221137312531839,3.9406371260708806,
schwefel,1,100000,8,20,-10,10,0.7,20,0.95,-69.38100884842869,4.869839815629087,5.60185646663068,7.037318376405372,6.263858598883458,5.789244725833608,7.0133740043832,5.139520121451746,9.003863988230727,2.335491862541623,9.039601264125217,3.9228256147623575,6.027262562317285,4.312125728024606,6.539298778372848,2.3070315814445626,4.642259268801018,4.093135550703803,4.7976558805207326,5.83321509138407,6.0108097274763885,4.746770482795405,
schwefel,1,100000,9,20,-10,10,0.7,20,0.95,-69.38100884842869,7.087509896307375,4.7747731096712736,6.3611169208538865,3.9534058562521763,4.021937918717384,5.374510676696268,5.851661624719242,3.1772135013670333,5.989501835804943,4.317835648975079,8.873771828998475,5.309767919076432,5.418465711081948,2.9677240804193117,5.856847083637768,5.339739161615733,0.024643112440326576,5.574937400949817,2.9492587394354115,3.6416347613279134,6.034974910751474,
